curriculum,qualification_responsible_position,name_responsible,degree_reponsible,program_responsible,institute_responsible,year_graduate_responsible
ศป.บ.ศิลปะการออกแบบพัสตราภรณ์(ปรับปรุง2566),ผู้ช่วยศาสตราจารย์,บุญช่วย เกิดรี,ศ.บ.,จิตรกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2543
ศป.บ.ศิลปะการออกแบบพัสตราภรณ์(ปรับปรุง2566),อาจารย์,ปรุฬห์ลภย์ พฤกษ์โสภี,ศ.ม.,นฤมิตศิลป์,จุฬาลงกรณ์มหาวิทยาลัย,2553
ศป.บ.ศิลปะการออกแบบพัสตราภรณ์(ปรับปรุง2566),อาจารย์,ปรุฬห์ลภย์ พฤกษ์โสภี,คศ.บ.,ผ้าและเครื่องแต่งกาย-อุตสาหกรรมเครื่องแต่งกาย,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,2543
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์ ดร.,กิตติพงษ์ เกียรติวิภาค,ค.อ.ด.,ครุศาสตรอุตสาหกรรม (การศึกษาสถาปัตยกรรมและการออกแบบ),สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2564
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์ ดร.,กิตติพงษ์ เกียรติวิภาค,ค.อ.ม.,เทคโนโลยีผลิตภัณฑ์อุตสาหกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2548
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์ ดร.,กิตติพงษ์ เกียรติวิภาค,ค.อ.บ,ศิลปะอุตสาหกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2544
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,ศรีชนา เจริญเนตร,ค.อ.ม.,เทคโนโลยีผลิตภัณฑ์อุตสาหกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2548
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,ศรีชนา เจริญเนตร,ศ.บ.,ออกแบบพาณิชย์ศิลป์,สถาบันเทคโนโลยีราชมงคลวิทยาเขตเพาะช่าง,2539
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,บุญช่วย เกิดรี,ศ.ม.,จิตรกรรม,มหาวิทยาลัยศิลปากร,2549
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,บุญช่วย เกิดรี,ศ.บ.,จิตรกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2543
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),อาจารย์ ดร.,บุษกร ฮวบแซ่ม,ปร.ด.,ศิลปะการออกแบบเชิงวัฒนธรรม,มหาวิทยาลัยศิลปากร,2567
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),อาจารย์ ดร.,บุษกร ฮวบแซ่ม,ศ.ม.,ประยุกต์ศิลปศึกษา,มหาวิทยาลัยศิลปากร,2554
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),อาจารย์ ดร.,บุษกร ฮวบแซ่ม,ศ.บ.,ประยุกต์ศิลปศึกษา,มหาวิทยาลัยศิลปากร,2547
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),อาจารย์ ดร.,ธีรศักดิ์ สะกล,ค.อ.ด.,ครุศาสตร์อุตสาหกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2564
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),อาจารย์ ดร.,ธีรศักดิ์ สะกล,ศ.ษ.ม.,เทคโนโลยีทางการศึกษา,มหาวิทยาลัยเชียงใหม่,2548
ศิลปะการออกแบบเชิงวัฒนธรรม,อาจารย์ ดร.,ธีรศักดิ์ สะกล,ค.อ.บ.,ครุศาสตร์เทคโนโลยี เกียรตินิยมอันดับ 2,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,2544
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,วีระจักร สุเอียนทรเมธี,ศศ.ม.,วัฒนธรรมศึกษา : พิพิธภัณฑ์และการอนุรักษ์วัตถุทางวัฒนธรรม,มหาวิทยาลัยมหิดล,2541
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,วีระจักร สุเอียนทรเมธี,ศ.บ.,เครื่องเคลือบดินเผา เกียรตินิยมอันดับ 2,มหาวิทยาลัยศิลปากร,2536
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,จำลอง สุวรรณชาติ,ศ.ม.,เครื่องเคลือบดินเผา,มหาวิทยาลัยศิลปากร,2552
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์,จำลอง สุวรรณชาติ,ศ.บ.,เครื่องเคลือบดินเผา,มหาวิทยาลัยศิลปากร,2539
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์ ดร.,รัชภูมิ ปัญส่งเสริม,Ph.D.,Design (Human Science International Course),"Kyushu University, Japan",2562
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์ ดร.,รัชภูมิ ปัญส่งเสริม,ค.อ.ม.,เทคโนโลยีผลิตภัณฑ์อุตสาหกรรม,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,2549
ศป.บ.ออกแบบหัตถอุตสาหกรรมสร้างสรรค์(ใหม่2569),ผู้ช่วยศาสตราจารย์ ดร.,รัชภูมิ ปัญส่งเสริม,ค.อ.บ.,ครุศาสตร์เทคโนโลยี (เกียรตินิยมอันดับ2),มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,2543
ศป.บ.การละคอน(ปรับปรุง2566),รองศาสตราจารย์ ดร.,ปาริชาติ จึงวิวัฒนาภรณ์,Ph.D,Asian Theatre&Western Theatre,"University of Hawai'l at Manoa, USA",2553
ศป.บ.การละคอน(ปรับปรุง2566),รองศาสตราจารย์ ดร.,ปาริชาติ จึงวิวัฒนาภรณ์,M.F.A,Directing/Theatre for Youth,"Arizona state University, USA",2534
ศป.บ.การละคอน(ปรับปรุง2566),รองศาสตราจารย์ ดร.,ปาริชาติ จึงวิวัฒนาภรณ์,B.A.,Theatre&Film,"Hunter College of the CityUniversity of New York, USA",2530
ศป.บ.การละคอน(ปรับปรุง2566),ผู้ช่วยศาสตราจารย์,ณัฐคม แช่มเย็น,M.F.A.,Theatre Design,"Brooklyn College of The City University of New York, USA",2539
ศป.บ.การละคอน(ปรับปรุง2566),ผู้ช่วยศาสตราจารย์,ณัฐคม แช่มเย็น,นศ.บ.,ศิลปะการแสดง,มหาวิทยาลัยกรุงเทพ,2534
ศป.บ.การละคอน(ปรับปรุง2566),ผู้ช่วยศาสตราจารย์ ดร.,ภาวิณี บุญเสริม,Ph.D.,Drama,"University of Exeter, UK",2560
ศป.บ.การละคอน(ปรับปรุง2566),ผู้ช่วยศาสตราจารย์ ดร.,ภาวิณี บุญเสริม,ค.ม.,วิจัยการศึกษา,จุฬาลงกรณ์มหาวิทยาลัย,2546
ศป.บ.การละคอน(ปรับปรุง2566),ผู้ช่วยศาสตราจารย์ ดร.,ภาวิณี บุญเสริม,ศศ.บ,นาฏศิลป์ไทย,สถาบันเทคโนโลยีราชมงคล,2541
ศป.บ.การละคอน(ปรับปรุง2566),รองศาสตราจารย์ ดร.,อัศนีย์ เปลี่ยนศรี,ศป.ด.,ดุริยางค์ไทย,จุฬาลงกรณ์มหาวิทยาลัย,2558
ศป.บ.การละคอน(ปรับปรุง2566),รองศาสตราจารย์ ดร.,อัศนีย์ เปลี่ยนศรี,ศศ.ม.,ดุริยางค์ไทย,จุฬาลงกรณ์มหาวิทยาลัย,2549
ศป.บ.การละคอน(ปรับปรุง2566),รองศาสตราจารย์ ดร.,อัศนีย์ เปลี่ยนศรี,ค.บ.,ดนตรีศีกษา,จุฬาลงกรณ์มหาวิทยาลัย,2545
ศป.บ.การละคอน(ปรับปรุง2566),อาจารย์ ดร.,นรีรัตน์ พินิจธนสาร,ศป.ด.,ศิลปกรรม,จุฬาลงกรณ์มหาวิทยาลัย,2562
ศป.บ.การละคอน(ปรับปรุง2566),อาจารย์ ดร.,นรีรัตน์ พินิจธนสาร,ศศ.ม.,การบริหารงานวัฒนธรรม,มหาวิทยาลัยธรรมศาสตร์,2552
ศป.บ.การละคอน(ปรับปรุง2566),อาจารย์ ดร.,นรีรัตน์ พินิจธนสาร,ศป.บ.,นาฏยศิลป์ไทย,จุฬาลงกรณ์มหาวิทยาลัย,2542
